"","PointName","DaysAfterN","BACS.PA","AREA","Route","Observer","TIME","Temp","Wind","Cloud","pcode","dsb"
"9.350","J9",4871,0,0,"JR",6,570,70,9,15,"9","35"
"9.351","J9",5227,0,0,"JR",10,424,50,5,100,"9","391"
"9.352","J9",5229,0,0,"JR",11,405,58,3,77,"9","393"
"9.353","J9",5237,1,0,"JR",16,398,58,5,100,"9","401"
"9.354","J9",5593,1,0,"JR",13,415,46,1,0,"9","13"
"9.355","J9",5594,1,0,"JR",12,608,72,12,0,"9","14"
"9.356","J9",5601,0,0,"JR",16,407,55,0,20,"9","21"
"9.357","J9",5969,0,0,"JR",5,665,75,4,5,"9","389"
"9.358","J9",5970,0,0,"JR",16,401,55,0,0,"9","390"
"9.359","J9",5971,0,0,"JR",1,395,62,0,80,"9","391"
